Text Chunk,Question,Answer
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.2 预期信用损失计量(续)

下表列示了本公司主要金融资产减值准备余额的本年变动：

2018 年度

三阶段变化

项目

减值阶段

年初余额

本年净增加/ (减少)(注 1)

拨备新增/ (冲回)(注 2)

第一阶段至第二阶段 净转入/(转出)

第一阶段至第三阶段 净转入/(转出)

第二阶段至第三阶段

净转入/(转出) 本年核销

发放贷款和垫款

第一阶段 第二阶段 第三阶段 小计

11,941

3,447

32,375

47,763

9,592

(",根据文本，2018年度发放贷款和垫款在第一阶段的年初减值准备余额是多少？,"11,941百万元"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.3 信用风险衡量

信用风险敞口分析

本公司根据资产的质量状况对资产风险特征进行内部评级，按内部评级标尺将纳入预期信用损失计量的金 融资产的信用等级区分为“低风险”、“中风险”、“高风险”和“违约”，该信用等级为本公司为内部 信用风险管理目的所使用。“低风险”指资产质量良好，存在充分的证据表明资产预期不会发生违约，或 不存在理由怀疑资产预期将发生违约；“中风险”指资产质量较好或存在可能对资产违约产生不利影响的 因素，但不存在足够理由怀疑资产预期会发生违约；“高风险”指存在对资产违",根据文本，本公司的内部评级标尺将金融资产的信用等级区分为哪几个级别？,本公司内部评级标尺将金融资产的信用等级区分为“低风险”、“中风险”、“高风险”和“违约”四个级别。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.3 信用风险衡量(续)

信用风险敞口分析(续)

债权投资

2019 年12 月 31 日

信用等级

第二阶段 12 个月预期信用损失 整个存续期预期 信用损失

第一阶段

第三阶段 整个存续期预期 信用损失

低风险 中风险 高风险 违约 账面余额 减值准备 账面价值

588,546 56,345 - - 644,891 (1,299) 643,592

1,513 - - 1,513 (90) 1,423

- -

18,799 18,799 (7,524) 11",在2019年12月31日，根据信用风险敞口分析，归属于“低风险”类别的债权投资的账面价值是多少（单位：人民币百万元）？,"643,592"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.3 信用风险衡量(续)

最大信用风险敞口风险集中度

如交易对手集中于某一行业或地区，或共同具备某些经济特性，其信用风险通常会相应提高。

本公司主要为境内客户提供贷款及财务担保合同。然而，中国各地区的经济发展均有其独特的特点，因此 不同地区的信用风险亦不相同。

本公司发放贷款和垫款的行业集中度和地区集中度详情，请参看附注三、6。

担保物及其他信用增级措施

本公司根据交易对手的信用风险评估决定所需的担保物金额及类型。对于担保物类型和评估参数，本公司 实施了相关指南。

担保",本公司在决定所需的担保物金额及类型时依据什么？,本公司根据交易对手的信用风险评估决定所需的担保物金额及类型。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.3 信用风险衡量(续)

不考虑任何抵押及其他信用增级措施的最大信用风险敞口(已扣除减值准备)：

第一阶段

第二阶段

2019 年12 月 31 日 第三阶段

存放中央银行款项 存放同业款项 拆出资金 交易性金融资产(不含股权) 衍生金融资产 买入返售金融资产 发放贷款和垫款 其他债权投资(不含股权) 债权投资 其他金融资产 小计 表外项目(注) 其中： 银行承兑汇票 开出保函 开出信用证 未使用的信用卡信贷额度

246,771 85,684 79,369 - -

62",根据文本，2019年12月31日，不考虑任何抵押及其他信用增级措施，在第一阶段的存放中央银行款项的最大信用风险敞口（已扣除减值准备）是多少？,"246,771百万元。"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.3 信用风险衡量(续)

不考虑任何抵押及其他信用增级措施的最大信用风险敞口(已扣除减值准备)(续)：

第一阶段

存放中央银行款项 存放同业款项 拆出资金 交易性金融资产(不含股权) 衍生金融资产 买入返售金融资产 发放贷款和垫款 其他债权投资(不含股权) 债权投资 其他金融资产 小计 表外项目 其中： 银行承兑汇票

开出保函 开出信用证 未使用的信用卡信贷额度

273,513 85,098 72,934 - - 36,985 1,882,809 70,109 618,94",在2019年度报告中，不考虑任何抵押及其他信用增级措施的最大信用风险敞口（已扣除减值准备）的第一阶段，发放贷款和垫款的金额是多少？,"1,882,809百万元"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

1. 信用风险(续)

1.3 信用风险衡量(续)

本公司密切监控已发生信用减值的金融资产对应的担保品，因为相较于其他担保品，本公司为降低潜在信 用损失而没收这些担保品的可能性更大。于 2019 年 12 月 31 日及 2018 年 12 月 31 日，本公司已发生信 用减值的金融资产，以及为降低其潜在损失而持有的担保品价值列示如下：

2019 年 12 月 31 日

总敞口 减值准备(注) 账面价值

持有担保品的 公允价值

已发生信用减值的资产 发放贷款和垫款：

企业贷款和垫款 -个人贷款和垫",于2019年12月31日，本公司为降低已发生信用减值的金融资产的潜在损失而持有的担保品价值列示在哪个科目下？,持有担保品的公允价值
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

2. 流动性风险

流动性风险，是指企业在履行与金融负债有关的义务时遇到资金短缺的风险。

本公司董事会承担流动性风险管理的最终责任，资产负债管理委员会是本公司流动性风险管理最高管理机 构，资产负债管理部在资产负债管理委员会指导下，负责本公司日常流动性风险管理。本公司监事会定期 对董事会及高级管理层在流动性风险管理中的履职情况进行监督评价，稽核监察部是流动性风险管理内部 审计部门。

本公司重视流动性风险管理，不断完善流动性风险管理框架和管理策略；做到有效识别、计量、监测和控 制流动性风险；定期开展流动性风险",在本公司中，承担流动性风险管理最终责任的是哪个机构？,本公司董事会承担流动性风险管理的最终责任。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

2. 流动性风险(续)

于2019年12月31日，本公司的金融资产及金融负债的相关剩余合同到期日(未经折现的合同现金流量)分析如下：

2019 年 12 月 31日

逾期/即时偿还

1 个月内

1 至 3 个月

3 个月至 1 年

非衍生工具类现金流量： 金融资产： 现金及存放中央银行款项 同业款项(1) 交易性金融资产 发放贷款和垫款 债权投资 其他债权投资 其他权益工具投资 其他金融资产 金融资产合计

金融负债： 向中央银行借款 同业及其他金融机构存放及拆入资金(2) 交易性金融负债 吸收",根据2019年12月31日的分析，本公司在“1个月至3个月”的期限区间内，主要涉及哪两类金融工具的现金流量？,根据文本中“1 至 3 个月”的列项分析，该期限区间主要涉及“同业款项”和“发放贷款和垫款”这两类金融工具的现金流量。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

2. 流动性风险(续)

于2018年12月31日，本公司的金融资产及金融负债的相关剩余合同到期日(未经折现的合同现金流量)分析如下：

2018 年 12 月 31日

逾期/即时偿还

1 个月内

1 至 3 个月

3 个月至 1 年

非衍生工具类现金流量： 金融资产： 现金及存放中央银行款项 同业款项(1) 交易性金融资产 发放贷款和垫款 债权投资 其他债权投资 其他权益工具投资 其他金融资产 金融资产合计

49,003 19,154 1,491 29,758 5,713 480 - 2,249",于2018年12月31日，根据未经折现的合同现金流量分析，该公司在“逾期/即时偿还”项下的“现金及存放中央银行款项”金额是多少？,"49,003 百万元人民币"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

2. 流动性风险(续)

本公司信用承诺按合同到期日分析如下：

1个月内

2019年12月31日

银行承兑汇票 信用卡承诺 开出保函 开出信用证 合计

56,173 40 5,871 9,438 71,522

2018年12月31日

银行承兑汇票 信用卡承诺 开出保函 开出信用证 合计

46,074 114 3,175 9,768 59,131

管理层预计在信用承诺到期时有关承诺并不会被借款人全部使用。

1至3个月

90,057 3,175 5,668 20,040 118,940

71",根据文本，2019年12月31日，该公司1个月内到期的银行承兑汇票信用承诺金额是多少？,"56,173 百万元"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险

本公司面临的市场风险主要来自利率和汇率产品的头寸。本公司市场风险管理的目标是避免收入和权益由 于市场风险产生不可控制的损失，同时降低金融工具内在波动性对本公司的影响。本公司董事会负责审批 市场风险管理政策，并授权资产负债管理委员会具体审批资金投资业务市场风险额度并对市场风险情况进 行定期监督。资产负债管理委员会下有专门的部门负责市场风险监控的日常职能，包括制定合理的市场风 险敞口水平，对日常资金业务操作进行监控，对资产负债的期限结构和利率结构提出调整建议等。

交易账户利率风险源于市场利率变",本公司市场风险管理的目标是什么？,避免收入和权益由于市场风险产生不可控制的损失，同时降低金融工具内在波动性对本公司的影响。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险(续)

3.1 汇率风险(续)

于2019年12月31日，本公司的外币资产及负债按币种列示如下：

2019年12月31日

美元 (折人民币)

港币 (折人民币)

其他 (折人民币)

资产： 现金及存放中央银行款项 同业款项(1) 交易性金融资产及衍生金融资产 发放贷款和垫款 债权投资 其他债权投资 其他权益工具投资 其他资产 资产合计

8,836 59,091 1,750 133,309 21,408 8,394 16 61 232,865

756 2,417



5,809",于2019年12月31日，本公司按美元折人民币计价的资产合计金额是多少？,"232,865百万元人民币。"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险(续)

3.1 汇率风险(续)

于2018年12月31日，本公司的外币资产及负债按币种列示如下：

2018年12月31日

美元 (折人民币)

港币 (折人民币)

其他 (折人民币)

资产： 现金及存放中央银行款项 同业款项(1) 交易性金融资产及衍生金融资产 发放贷款和垫款 债权投资 其他债权投资 其他权益工具投资 其他资产 资产合计

7,735 64,358 2,506 118,512 17,567 5,605 1 1,168 217,452

644 1,214 - 9,32",于2018年12月31日，本公司的美元资产总额（折合人民币）是多少？,"217,452 百万元人民币。"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险(续)

3.1 汇率风险(续)

下表针对本公司存在重大外汇风险敞口的外币币种，列示了货币性资产及货币性负债及预计未来现金流对 汇率变动的敏感性分析。其计算了当其他项目不变时，外币对人民币汇率的合理可能变动对税前利润的影 响。负数表示可能减少税前利润，正数表示可能增加税前利润。由于本公司无现金流量套期并仅有极少量 外币的权益工具，因此汇率变动对权益并无重大影响。

2019年12月31日

币种

美元 港币

外币汇率变动%

+/-5 +/-5

对税前利润的影响 (折人民币) +/-26",根据文本中的敏感性分析，当美元和港币对人民币汇率变动+/-5%时，对税前利润的影响是多少人民币？,+/-26 百万元人民币。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险(续)

3.2 利率风险(续)

于2019年12月31日，本公司的资产负债表按合同重定价日或到期日两者较早者分析如下：

3个月内 3个月至1年

2019年12月31日 1至5年

5年以上

不计息

合计

资产： 现金及存放中央银行 款项 贵金属 同业款项(1) 交易性金融资产及衍

237,234 - 159,199

- 67,031

- -

- -

14,996 51,191 1,039

252,230 51,191 227,269

生金融资产 发放贷款和垫款 债权投",于2019年12月31日，在“3个月内”这一重定价或到期区间内，“发放贷款和垫款”科目的金额是多少？,"159,199 百万元"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险(续)

3.2 利率风险(续)

于2018年12月31日，本公司的资产负债表按合同重定价日或到期日两者较早者分析如下：

3个月内 3个月至1年

2018年12月31日 1至5年

5年以上

不计息

合计

资产： 现金及存放中央银行 款项 贵金属 同业款项(1) 交易性金融资产及衍

266,940 - 135,827

- 57,820

- -

- -

11,588 56,835 1,370

278,528 56,835 195,017

生金融资产 发放贷款和垫款 债权投",于2018年12月31日，本公司资产负债表项下的“同业款项(1)”在“3个月内”重定价或到期的金额是多少？,"135,827 百万元"
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

3. 市场风险(续)

3.2 利率风险(续)

本公司对利率风险的衡量与控制主要采用敏感性分析。对于交易性金融资产和交易性金融负债，管理层认

为，本公司面对的利率风险并不重大；对于其他金融资产和负债，本公司主要采用缺口分析来衡量与控制

该类金融工具的利率风险。

下表列示截至2019年12月31日与2018年12月31日按当时金融资产和负债(除以公允价值计量且其变动计

入损益的金融资产和负债外)进行缺口分析所得结果：

2019 年12 月 31 日

2018 年12 月 31 日

利率变更(基点",该公司如何衡量与控制除交易性金融资产和负债以外的金融工具利率风险？,对于其他金融资产和负债，该公司主要采用缺口分析来衡量与控制其利率风险。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

4. 金融工具的公允价值

4.1 持续的以公允价值计量的金融资产和负债

公允价值计量结果所属的层次，由对公允价值计量整体而言具有重要意义的输入值所属的最低层次决定：

第一层次： 相同资产或负债在活跃市场上未经调整的报价。

第二层次： 除第一层次输入值外相关资产或负债直接或间接可观察的输入值。输入值参数的来源包括

Bloomberg、Reuters、中国债券信息网和全国中小企业股份转让系统。

第三层次： 相关资产或负债的不可观察输入值。

于2019年12月31日，持续的以公允价值计量的资产按上述三",根据文本，公允价值计量结果所属的层次是如何决定的？,由对公允价值计量整体而言具有重要意义的输入值所属的最低层次决定。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

4. 金融工具的公允价值(续)

4.1 持续的以公允价值计量的金融资产和负债(续)

于2018年12月31日，持续的以公允价值计量的资产按上述三个层次列示如下：

2018 年 12 月 31 日

活跃市场价格

(“第一层次”)

估值技术– 可观察到的 市场变量 (“第二层次”)

估值技术– 不可观察到 的市场变量 (“第三层次”)

合计

金融资产： 以公允价值计量且其变动计入 其他综合收益的拆出资金 交易性金融资产 衍生金融资产 以公允价值计量且其变动计入其 他综合收益的发放贷款和垫款

其",于2018年12月31日，持续的以公允价值计量的金融资产在哪个公允价值层次中的金额最高？,第二层次（估值技术– 可观察到的市场变量）的金额最高。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

4. 金融工具的公允价值(续)

4.1 持续的以公允价值计量的金融资产和负债(续)

上述第三层次资产变动如下：

交易性金融资产

2018 年 12 月 31 日 购买 计入损益的利得

2019 年 12 月 31 日

以公允价值计量且其变动计入其他综合收益的发放贷款和垫款

2018 年 12 月 31 日 购买 出售 计入损益的利得

2019 年 12 月 31 日

254

2019 年度

8

762

(20)

750

2019 年度

61,687

2,801,250

(2",在2019年度，交易性金融资产中第三层次资产在2018年12月31日的余额是多少？,254 百万元。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

4. 金融工具的公允价值(续)

4.1 持续的以公允价值计量的金融资产和负债(续)

上述第三层次资产变动如下(续)：

其他权益工具投资

2019 年度

2018 年 12 月 31 日 购买 出售 计入损益的利得

1,511

328



(9)

2019 年 12 月 31 日

1,830

4.2 不以公允价值计量的金融资产和负债

资产负债表中不以公允价值计量的金融资产和金融负债主要包括：存放中央银行款项、存放同业款项、以 摊余成本计量的拆出资金、买入返售金融资产、以摊余成本计量的发放",在2019年度，其他权益工具投资的第三层次资产从2018年末的1511百万元变动到2019年末的多少百万元？,2019年末，其他权益工具投资的第三层次资产为1830百万元。
"
2019年度 (除特别注明外，金额单位均为人民币百万元)

七、 风险披露(续)

4. 金融工具的公允价值(续)

4.2 不以公允价值计量的金融资产和负债(续)

(1) 债权投资的公允价值以市场报价为基础，则列示在第一层级。如果债权投资无法获得相关的市场信息，

并使用现金流贴现模型来进行估价，或在适用的情况下，参照市场对具有类似信用风险、到期日和收

益率的产品的报价来确定，则列示在第二、三层级。

(2) 如果已发行债务证券的公允价值以市场报价为基础，则列示在第一层级。如果计算已发行债务证券的

公允价值所需的所有重大输入为可观察数据，则列示在第二层级。

除上述金融资产和金融负债",根据文本，如果债权投资无法获得市场报价，而是使用现金流贴现模型进行估价，它将被列示在哪一层级？,第二、三层级。
"放贷款和垫款

吸收存款

其他金融资产

其他金融负债

八、 关联方关系及交易

1. 主要关联关系

(1)

母公司：

名称

注册地

拥有权益比例 2019 年 12 月 31 日 2018 年 12 月 31 日

中国平安保险(集团)股份有限公司

中国深圳

58.00%

58.00%

中国平安保险(集团)股份有限公司(以下简称“中国平安”)于1988年3月21日在中华人民共和国深圳市注册

成立。中国平安的经营范围包括投资保险业务；监督管理控股投资企业的各种国内、国际业务；开展保险

资金运用业务；经批准开展国内、国外保险业务；经中国保险监督管理委员会及国家有关部门批",文本中提到的中国平安保险(集团)股份有限公司是哪一年在深圳注册成立的？,1988年3月21日。
"9年度 (除特别注明外，金额单位均为人民币百万元)

八、 关联方关系及交易(续)

1. 主要关联关系(续)

(1)

母公司(续)：

于2019年12月31日，中国平安拥有的本公司权益中8.44%为通过其下属子公司中国平安人寿保险股份有

限公司间接持有(2018年12月31日：8.44%)。

(2)

其他主要股东：

名称

与本公司的关系

深圳中电投资股份有限公司

持有本公司5%以下股份、向本公司派驻董事

深圳市盈中泰投资有限公司

持有本公司5%以下股份、向本公司派驻监事

本公司与母公司及其关联方、其他主要股东及其关联方的交易均按照一般的商业条款及正常业务程序进行， ",于2019年12月31日，中国平安通过其下属哪家子公司间接持有本公司多少权益？,中国平安人寿保险股份有限公司，间接持有本公司8.44%的权益。
"权力并负责 计划、指挥和控制企业活动的人员，包括本公司的董事、监事、高级管理人员。

2. 本公司与中国平安及其关联方在本年的主要交易情况如下：

年末余额

2019年12月31日

2018年12月31日

发放贷款和垫款

25,132

24,414

使用权资产

422



其他资产

11

608

同业及其他金融机构存放款项

13,640

5,642

吸收存款

51,485

58,716

租赁负债

460



其他负债

1,113

623

开出保函

279

1,325

保险项下小额消费贷款(注1)



5

信用险项下贸易融资(注2)



7",在2019年12月31日，本公司的“同业及其他金融机构存放款项”余额是多少？,"13,640"
"9年度 (除特别注明外，金额单位均为人民币百万元)

八、 关联方关系及交易(续)

2. 本公司与中国平安及其关联方在本年的主要交易情况如下(续)：

本年交易

2019年度

2018年度

金融企业往来利息收入

667

11

贷款及垫款利息收入

843

1,271

代理手续费收入

1,666

911

托管手续费收入

14

9

投资收益

44

43

同业及其他金融机构存放款项利息支出

67

122

金融企业往来利息支出

679

35

吸收存款利息支出

732

797

租赁负债利息支出

9



保费支出

62

199

经营租赁支出
",在本公司与中国平安及其关联方在2019年度的主要交易中，金融企业往来利息支出是多少？,679 百万元。
"9年度 (除特别注明外，金额单位均为人民币百万元)

八、 关联方关系及交易(续)

3. 本公司与其他主要股东及其关联方在本年的主要交易情况如下：

年末余额

2019年12月31日

2018年12月31日

吸收存款

3

2

4.",在本年度的关联方交易中，截至2019年12月31日，本公司吸收来自其他主要股东及其关联方的存款余额是多少？,截至2019年12月31日，吸收存款的年末余额为人民币3百万元。
"末余额

2019年12月31日

2018年12月31日

吸收存款

3

2

4. 本公司与关键管理人员在本年的主要交易情况如下：

贷款

2019年度

2018年度

年初余额

29

31

本年增加



8

本年减少

(4)

(10)

年末余额

25

29

贷款的利息收入

1

1

于 2019 年 12 月 31 日和 2018 年 12 月 31 日，上述贷款的年利率分别为 1.13%-8.53%和 1.13%-8.53%。

存款

2019年度

2018年度

年初余额

30

21

本年增加

996

646

本年减少

(993)
",根据表格，2019年度关键管理人员贷款的年末余额是多少？,25
"9年度 (除特别注明外，金额单位均为人民币百万元)

八、 关联方关系及交易(续)

5. 关键管理人员薪金福利如下：

2019年度

2018年度

薪金及其他短期雇员福利

33

40

离职后福利

1

1

递延奖金计提



3

合计

34

44

于 2019 年 12 月 31 日，本公司批准予本公司关键管理人员任职单位的关联法人及联营公司授信额度共人 民币 58,365 百万元(2018 年 12 月 31 日：人民币 35,585 百万元)，实际贷款余额人民币 3,661 百万(2018 年 12 月 31 日：人民币 3,144 百万元)，表外授信余额人民币 1",2019年度关键管理人员的薪金及其他短期雇员福利是多少？,33百万元
"019年度 (除特别注明外，金额单位均为人民币百万元)

九、 资产负债表日后事项

1. 资产负债表日后利润分配

经 2020 年 2 月 13 日本公司第十一届董事会第五次会议批准，本公司以优先股发行量 2 亿股(每股面值人民 币 100 元)为基数，按照票面股息率 4.37%计算，每股优先股派发股息人民币 4.37 元(含税)。本次优先股股 息的计息期间为 2019 年 3 月 7 日至 2020 年 3 月 6 日，派息日为 2020 年 3 月 9 日。本次派发股息合计人 民币 8.74 亿元(含税)，由本公司直接向优先股股东发放。

经 2020 年 2 月 13 日本公司第十一",根据文本，本次优先股派息的计息期间是哪一段时间？,2019年3月7日至2020年3月6日。
"派 发现金股利共计人民币 4,230 百万元。该股利分配方案尚待股东大会审议批准。

2. 对新型冠状病毒肺炎疫情的影响评估

新型冠状病毒感染的肺炎疫情于 2020 年 1 月在全国爆发以来，对肺炎疫情的防控工作正在全国范围内持 续进行。本公司将切实贯彻落实由中国人民银行、财政部、银保监会、证监会和国家外汇管理局共同发布 的《关于进一步强化金融支持防控新型冠状病毒感染肺炎疫情的通知》的各项要求，强化金融对疫情防控 工作的支持。

肺炎疫情将对包括湖北省在内的部分省市和部分行业的企业经营、以及整体经济运行造成一定影响，从而 可能在一定程度上影响本公司信贷资产和投资资产的资产质量或资产收益水平，",该公司的现金股利分配方案是否已经生效？,否，该股利分配方案尚待股东大会审议批准。
